customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
CUST00242,Male,0,No,No,61,Yes,DSL,Two year,Electronic check,61.73,3756.19,Yes,49-72 Months
CUST00243,Female,0,No,No,12,Yes,DSL,One year,Electronic check,60.43,716.74,No,0-12 Months
CUST00244,Male,1,Yes,No,42,Yes,Fiber optic,Month-to-month,Electronic check,83.69,3581.54,No,25-48 Months
CUST00245,Male,0,No,No,27,No,No,Month-to-month,Mailed check,18.0,625.43,No,25-48 Months
CUST00246,Female,0,No,Yes,17,Yes,No,Month-to-month,Credit card,33.26,767.51,No,13-24 Months
CUST00247,Male,0,Yes,No,58,Yes,DSL,Month-to-month,Credit card,74.01,4203.06,Yes,49-72 Months
CUST00248,Male,1,No,No,59,Yes,DSL,Two year,Mailed check,69.64,3868.76,No,49-72 Months
CUST00249,Male,0,No,No,62,Yes,DSL,Month-to-month,Mailed check,63.27,3893.71,Yes,49-72 Months
CUST00250,Male,0,Yes,No,56,Yes,DSL,Two year,Electronic check,67.33,3579.85,No,49-72 Months
CUST00251,Female,0,Yes,No,50,Yes,Fiber optic,One year,Bank transfer,64.59,3557.65,No,49-72 Months
CUST00252,Male,0,No,Yes,55,Yes,Fiber optic,One year,Credit card,73.42,3933.35,No,49-72 Months
CUST00253,Female,0,Yes,No,26,Yes,DSL,Month-to-month,Electronic check,56.54,1537.7,No,25-48 Months
CUST00254,Male,1,No,Yes,31,Yes,DSL,One year,Electronic check,53.51,1770.9,Yes,25-48 Months
CUST00255,Male,0,No,No,8,Yes,DSL,One year,Bank transfer,47.63,421.91,Yes,0-12 Months
CUST00256,Male,0,No,Yes,67,Yes,DSL,One year,Mailed check,63.36,4494.33,No,49-72 Months
CUST00257,Male,0,Yes,No,45,Yes,Fiber optic,Month-to-month,Mailed check,91.09,4074.75,Yes,25-48 Months
CUST00258,Female,0,Yes,Yes,66,Yes,DSL,Month-to-month,Bank transfer,59.9,3853.21,No,49-72 Months
CUST00259,Female,0,No,No,25,Yes,Fiber optic,One year,Mailed check,85.19,2023.36,No,25-48 Months
CUST00260,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Electronic check,79.66,647.62,Yes,0-12 Months
CUST00261,Male,0,Yes,Yes,5,Yes,No,Month-to-month,Mailed check,31.47,134.57,No,0-12 Months
CUST00262,Female,0,No,No,23,Yes,No,Two year,Mailed check,42.35,867.67,No,13-24 Months
CUST00263,Male,0,No,No,47,Yes,Fiber optic,Month-to-month,Credit card,68.57,3275.75,No,25-48 Months
CUST00264,Male,0,Yes,Yes,44,Yes,DSL,Month-to-month,Credit card,45.09,2069.07,Yes,25-48 Months
CUST00265,Male,0,Yes,No,12,Yes,Fiber optic,Month-to-month,Credit card,68.46,854.08,No,0-12 Months
CUST00266,Female,0,No,Yes,68,Yes,No,One year,Bank transfer,41.83,2952.39,No,49-72 Months
CUST00267,Female,0,Yes,No,24,Yes,DSL,Month-to-month,Bank transfer,60.7,1467.37,No,13-24 Months
CUST00268,Female,0,Yes,No,19,Yes,Fiber optic,One year,Bank transfer,83.01,1505.95,Yes,13-24 Months
CUST00269,Male,1,Yes,No,65,Yes,No,Month-to-month,Credit card,48.42,3244.67,No,49-72 Months
CUST00270,Male,1,Yes,No,44,Yes,Fiber optic,Month-to-month,Electronic check,70.69,3003.55,Yes,25-48 Months
CUST00271,Female,0,No,Yes,46,Yes,DSL,One year,Mailed check,69.63,3067.51,No,25-48 Months
CUST00272,Female,0,No,Yes,62,Yes,DSL,Month-to-month,Bank transfer,56.83,3662.17,No,49-72 Months
CUST00273,Female,0,Yes,No,54,No,Fiber optic,Two year,Bank transfer,60.61,3231.2,No,49-72 Months
CUST00274,Female,0,No,No,18,Yes,DSL,Month-to-month,Electronic check,60.65,1291.58,No,13-24 Months
CUST00275,Male,0,No,No,34,Yes,Fiber optic,Month-to-month,Bank transfer,81.9,2887.39,Yes,25-48 Months
CUST00276,Female,0,No,No,52,Yes,Fiber optic,Month-to-month,Credit card,78.32,4021.78,No,49-72 Months
CUST00277,Male,0,Yes,No,25,Yes,DSL,Month-to-month,Mailed check,64.88,1680.35,Yes,25-48 Months
CUST00278,Female,0,Yes,No,13,Yes,No,Two year,Credit card,35.68,767.25,No,13-24 Months
CUST00279,Male,0,No,No,44,Yes,Fiber optic,Two year,Mailed check,78.41,3540.55,No,25-48 Months
CUST00280,Female,0,No,No,43,Yes,DSL,Month-to-month,Credit card,56.67,2506.61,Yes,25-48 Months
CUST00281,Female,0,Yes,No,64,No,Fiber optic,One year,Mailed check,66.91,4210.87,No,49-72 Months
CUST00282,Female,0,Yes,Yes,50,Yes,No,One year,Bank transfer,24.15,1428.85,No,49-72 Months
CUST00283,Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,Electronic check,71.4,3156.95,Yes,25-48 Months
CUST00284,Male,0,No,No,22,Yes,No,Month-to-month,Electronic check,32.06,635.05,Yes,13-24 Months
CUST00285,Female,0,No,No,55,Yes,Fiber optic,Two year,Bank transfer,84.36,4865.45,No,49-72 Months
CUST00286,Male,0,No,Yes,18,Yes,No,Two year,Mailed check,52.14,958.29,No,13-24 Months
CUST00287,Male,0,Yes,No,54,Yes,Fiber optic,Two year,Mailed check,78.73,4150.57,No,49-72 Months
CUST00288,Male,0,No,No,59,Yes,Fiber optic,Two year,Electronic check,65.81,3810.97,No,49-72 Months
CUST00289,Male,0,No,No,58,Yes,No,One year,Credit card,28.68,1768.76,No,49-72 Months
CUST00290,Female,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Bank transfer,85.27,2628.62,No,25-48 Months
CUST00291,Male,0,No,Yes,18,Yes,DSL,Month-to-month,Electronic check,52.24,807.95,Yes,13-24 Months
CUST00292,Male,1,No,No,27,Yes,Fiber optic,Month-to-month,Bank transfer,69.55,1825.19,Yes,25-48 Months
CUST00293,Male,0,Yes,No,51,Yes,Fiber optic,One year,Credit card,85.23,4311.99,No,49-72 Months
CUST00294,Female,0,No,No,48,No,DSL,Two year,Bank transfer,48.72,2257.76,No,25-48 Months
CUST00295,Female,0,Yes,No,36,Yes,No,Two year,Electronic check,23.22,781.45,No,25-48 Months
CUST00296,Female,0,No,Yes,25,Yes,DSL,Two year,Bank transfer,52.84,1431.03,No,25-48 Months
CUST00297,Female,0,No,No,39,Yes,DSL,Two year,Electronic check,69.96,2759.22,No,25-48 Months
CUST00298,Male,1,No,Yes,37,No,No,Two year,Electronic check,26.82,930.46,No,25-48 Months
CUST00299,Male,0,No,No,53,Yes,Fiber optic,Month-to-month,Electronic check,70.42,3680.92,No,49-72 Months
CUST00300,Female,0,Yes,No,21,Yes,DSL,One year,Mailed check,44.09,910.09,No,13-24 Months
CUST00301,Male,0,No,No,15,Yes,Fiber optic,One year,Electronic check,82.15,1223.32,Yes,13-24 Months
CUST00302,Male,0,No,No,27,Yes,Fiber optic,Month-to-month,Credit card,77.63,2087.59,No,25-48 Months
CUST00303,Male,0,Yes,No,34,Yes,DSL,Two year,Electronic check,61.45,2194.93,No,25-48 Months
CUST00304,Female,0,No,No,59,Yes,No,Two year,Electronic check,40.08,2388.36,No,49-72 Months
CUST00305,Female,0,No,Yes,44,Yes,Fiber optic,Month-to-month,Mailed check,72.35,3210.57,No,25-48 Months
CUST00306,Male,1,Yes,No,45,No,Fiber optic,Month-to-month,Electronic check,61.54,2940.51,No,25-48 Months
CUST00307,Female,0,No,No,71,Yes,Fiber optic,One year,Mailed check,72.81,5394.71,No,49-72 Months
CUST00308,Female,0,No,Yes,54,Yes,Fiber optic,One year,Mailed check,73.09,3799.14,No,49-72 Months
CUST00309,Female,0,Yes,No,25,Yes,DSL,Two year,Electronic check,64.52,1423.53,No,25-48 Months
CUST00310,Female,0,No,No,24,Yes,DSL,Month-to-month,Electronic check,61.15,1425.67,No,13-24 Months
CUST00311,Female,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Mailed check,67.5,4413.98,No,49-72 Months
CUST00312,Male,0,Yes,No,5,Yes,No,Month-to-month,Electronic check,40.8,249.12,No,0-12 Months
CUST00313,Female,0,Yes,No,22,Yes,DSL,Month-to-month,Bank transfer,57.2,1384.89,No,13-24 Months
CUST00314,Male,0,No,Yes,63,Yes,Fiber optic,Month-to-month,Bank transfer,86.17,5381.63,Yes,49-72 Months
CUST00315,Male,0,No,Yes,42,Yes,No,Two year,Bank transfer,26.88,894.16,Yes,25-48 Months
CUST00316,Female,0,Yes,No,22,Yes,DSL,Month-to-month,Mailed check,52.59,992.97,No,13-24 Months
CUST00317,Male,0,Yes,No,29,Yes,DSL,Month-to-month,Bank transfer,62.01,1866.06,No,25-48 Months
CUST00318,Male,1,No,Yes,17,Yes,DSL,Month-to-month,Credit card,51.23,998.32,No,13-24 Months
CUST00319,Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Electronic check,77.8,1327.18,Yes,13-24 Months
CUST00320,Female,0,No,No,56,Yes,DSL,Two year,Electronic check,50.32,2987.2,No,49-72 Months
CUST00321,Female,1,No,No,22,Yes,Fiber optic,One year,Electronic check,76.87,1746.9,Yes,13-24 Months
CUST00322,Male,0,No,Yes,44,Yes,Fiber optic,One year,Electronic check,79.75,3500.55,No,25-48 Months
CUST00323,Female,1,No,No,43,Yes,Fiber optic,Month-to-month,Electronic check,80.12,3369.94,Yes,25-48 Months
CUST00324,Female,0,Yes,No,46,Yes,DSL,Month-to-month,Bank transfer,57.08,2816.62,No,25-48 Months
CUST00325,Female,0,No,No,39,Yes,Fiber optic,Month-to-month,Mailed check,82.67,3331.77,Yes,25-48 Months
CUST00326,Female,0,No,No,50,Yes,Fiber optic,Month-to-month,Credit card,81.18,4117.9,No,49-72 Months
CUST00327,Male,0,No,No,41,Yes,No,Two year,Electronic check,34.29,1318.12,Yes,25-48 Months
CUST00328,Male,0,Yes,No,6,Yes,No,Month-to-month,Electronic check,29.99,373.64,Yes,0-12 Months
CUST00329,Female,0,No,Yes,49,No,Fiber optic,One year,Credit card,73.55,3607.59,No,49-72 Months
CUST00330,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Credit card,83.09,3941.11,Yes,25-48 Months
CUST00331,Male,0,Yes,No,5,Yes,DSL,One year,Mailed check,51.71,267.32,Yes,0-12 Months
CUST00332,Male,0,Yes,No,8,No,DSL,Two year,Mailed check,50.19,309.65,No,0-12 Months
CUST00333,Female,1,No,Yes,56,Yes,DSL,One year,Credit card,67.0,3790.37,No,49-72 Months
CUST00334,Male,0,No,Yes,30,No,Fiber optic,One year,Mailed check,64.35,2014.13,No,25-48 Months
CUST00335,Female,0,No,No,20,No,DSL,Two year,Electronic check,44.88,844.61,No,13-24 Months
CUST00336,Female,0,No,No,39,Yes,DSL,One year,Credit card,43.53,1725.76,No,25-48 Months
CUST00337,Male,0,Yes,No,44,Yes,No,Month-to-month,Mailed check,28.25,1250.02,No,25-48 Months
CUST00338,Male,1,No,No,48,Yes,DSL,Month-to-month,Electronic check,66.75,3313.82,Yes,25-48 Months
CUST00339,Female,0,Yes,No,19,Yes,DSL,One year,Mailed check,53.74,985.19,No,13-24 Months
CUST00340,Female,0,No,No,16,Yes,DSL,One year,Mailed check,58.72,966.71,No,13-24 Months
CUST00341,Male,0,No,No,27,Yes,Fiber optic,Month-to-month,Credit card,73.13,2026.97,No,25-48 Months
CUST00342,Female,0,No,No,40,Yes,Fiber optic,Month-to-month,Electronic check,81.85,3235.41,Yes,25-48 Months
CUST00343,Male,0,No,No,65,Yes,Fiber optic,Two year,Credit card,83.15,5305.71,No,49-72 Months
CUST00344,Female,0,Yes,Yes,24,Yes,Fiber optic,Month-to-month,Mailed check,83.36,1921.13,Yes,13-24 Months
CUST00345,Male,0,Yes,No,57,Yes,No,Month-to-month,Mailed check,25.89,1524.83,No,49-72 Months
CUST00346,Male,0,No,No,40,Yes,No,Month-to-month,Electronic check,35.85,1405.76,No,25-48 Months
CUST00347,Male,0,Yes,Yes,5,Yes,No,Two year,Bank transfer,47.61,208.22,No,0-12 Months
CUST00348,Female,1,Yes,Yes,37,No,No,Month-to-month,Credit card,25.99,1034.13,No,25-48 Months
CUST00349,Female,1,No,No,5,No,Fiber optic,One year,Mailed check,65.75,451.09,No,0-12 Months
CUST00350,Male,0,No,Yes,44,Yes,DSL,Month-to-month,Electronic check,44.55,2103.21,No,25-48 Months
CUST00351,Female,0,Yes,Yes,13,Yes,DSL,One year,Mailed check,58.01,680.63,Yes,13-24 Months
CUST00352,Male,0,Yes,No,65,Yes,DSL,Two year,Credit card,73.17,4866.78,No,49-72 Months
CUST00353,Male,0,No,No,39,Yes,Fiber optic,Month-to-month,Electronic check,90.55,3781.65,Yes,25-48 Months
CUST00354,Female,1,No,No,2,Yes,No,Month-to-month,Bank transfer,38.69,92.51,No,0-12 Months
CUST00355,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Bank transfer,74.25,1698.95,Yes,13-24 Months
CUST00356,Male,0,Yes,Yes,18,No,DSL,Month-to-month,Electronic check,45.42,783.75,No,13-24 Months
CUST00357,Female,0,Yes,No,17,Yes,Fiber optic,Two year,Mailed check,86.19,1337.58,No,13-24 Months
CUST00358,Female,0,Yes,No,63,Yes,No,Month-to-month,Electronic check,42.52,2779.83,No,49-72 Months
CUST00359,Male,0,Yes,No,34,Yes,Fiber optic,One year,Bank transfer,82.5,2796.74,Yes,25-48 Months
CUST00360,Male,0,No,No,61,Yes,No,Month-to-month,Bank transfer,41.84,2534.27,No,49-72 Months
CUST00361,Female,0,No,No,0,Yes,No,Month-to-month,Mailed check,34.53,82.48,Yes,
CUST00362,Male,0,No,Yes,24,Yes,No,Month-to-month,Mailed check,34.18,913.86,Yes,13-24 Months
CUST00363,Male,0,Yes,No,44,Yes,Fiber optic,One year,Electronic check,76.33,3286.42,No,25-48 Months
CUST00364,Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,Credit card,83.4,3933.96,Yes,25-48 Months
CUST00365,Male,0,Yes,No,15,Yes,DSL,One year,Mailed check,68.0,945.44,No,13-24 Months
CUST00366,Male,0,No,No,18,Yes,DSL,Month-to-month,Mailed check,65.67,1435.68,Yes,13-24 Months
CUST00367,Female,0,No,No,22,Yes,Fiber optic,Month-to-month,Mailed check,70.26,1722.98,Yes,13-24 Months
CUST00368,Female,0,Yes,Yes,24,Yes,DSL,Two year,Mailed check,50.68,1301.16,Yes,13-24 Months
CUST00369,Male,0,No,Yes,15,Yes,No,Two year,Electronic check,43.83,612.4,No,13-24 Months
CUST00370,Male,0,Yes,No,53,Yes,DSL,Month-to-month,Electronic check,61.41,3223.9,No,49-72 Months
CUST00371,Female,0,No,Yes,72,Yes,No,One year,Electronic check,36.73,2688.17,No,49-72 Months
CUST00372,Female,1,Yes,No,0,Yes,Fiber optic,Month-to-month,Bank transfer,81.54,265.1,No,
CUST00373,Female,0,Yes,Yes,41,Yes,DSL,Two year,Electronic check,74.01,3069.08,No,25-48 Months
CUST00374,Female,0,No,No,18,Yes,No,Two year,Electronic check,31.43,626.8,No,13-24 Months
CUST00375,Male,0,Yes,No,33,Yes,Fiber optic,Two year,Credit card,88.93,2628.81,No,25-48 Months
CUST00376,Female,0,No,No,54,No,Fiber optic,Two year,Electronic check,66.87,3641.89,Yes,49-72 Months
CUST00377,Female,0,Yes,No,17,Yes,DSL,Month-to-month,Bank transfer,47.2,635.14,No,13-24 Months
CUST00378,Male,0,No,Yes,33,Yes,Fiber optic,Two year,Electronic check,73.4,2363.76,No,25-48 Months
CUST00379,Female,0,No,Yes,44,Yes,DSL,Month-to-month,Electronic check,55.14,2431.79,Yes,25-48 Months
CUST00380,Male,0,No,No,5,Yes,Fiber optic,Month-to-month,Mailed check,88.74,407.45,No,0-12 Months
CUST00381,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Electronic check,89.82,1720.08,Yes,13-24 Months
CUST00382,Female,0,Yes,No,69,No,Fiber optic,Two year,Credit card,67.83,4605.02,No,49-72 Months
CUST00383,Female,0,Yes,Yes,47,Yes,Fiber optic,Two year,Mailed check,75.82,3538.21,No,25-48 Months
CUST00384,Male,0,Yes,Yes,38,Yes,Fiber optic,Month-to-month,Electronic check,72.71,2732.41,Yes,25-48 Months
CUST00385,Male,0,No,Yes,30,No,DSL,One year,Electronic check,54.1,1625.43,Yes,25-48 Months
CUST00386,Female,0,No,No,9,No,No,Two year,Mailed check,18.0,155.46,No,0-12 Months
CUST00387,Male,0,No,Yes,29,Yes,DSL,Month-to-month,Electronic check,59.17,1869.4,Yes,25-48 Months
CUST00388,Male,0,No,No,17,Yes,Fiber optic,Month-to-month,Electronic check,98.92,1435.69,Yes,13-24 Months
CUST00389,Male,0,No,Yes,59,Yes,Fiber optic,One year,Mailed check,75.84,4503.96,No,49-72 Months
CUST00390,Male,0,No,No,72,Yes,No,Month-to-month,Credit card,24.83,1796.28,No,49-72 Months
CUST00391,Male,0,Yes,No,14,Yes,Fiber optic,Month-to-month,Mailed check,65.88,906.22,Yes,13-24 Months
CUST00392,Male,0,No,No,3,Yes,Fiber optic,One year,Bank transfer,99.23,212.99,No,0-12 Months
CUST00393,Female,0,No,No,62,Yes,Fiber optic,Two year,Credit card,82.79,5115.01,No,49-72 Months
CUST00394,Female,0,No,No,39,Yes,Fiber optic,One year,Electronic check,73.05,2652.93,No,25-48 Months
CUST00395,Male,0,Yes,No,8,Yes,DSL,Two year,Credit card,58.49,492.73,Yes,0-12 Months
CUST00396,Female,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Bank transfer,74.7,644.17,Yes,0-12 Months
CUST00397,Female,1,Yes,No,25,Yes,Fiber optic,Month-to-month,Mailed check,65.09,1542.76,No,25-48 Months
CUST00398,Female,0,No,No,3,Yes,No,One year,Credit card,41.3,356.78,No,0-12 Months
CUST00399,Female,1,No,Yes,15,Yes,Fiber optic,Month-to-month,Electronic check,80.27,1189.6,No,13-24 Months
CUST00400,Male,0,Yes,No,14,Yes,Fiber optic,Two year,Electronic check,85.64,1204.25,No,13-24 Months
CUST00401,Female,0,No,Yes,51,Yes,DSL,Month-to-month,Bank transfer,60.05,3222.84,Yes,49-72 Months
CUST00402,Female,0,Yes,Yes,68,Yes,No,Month-to-month,Mailed check,36.05,2708.45,No,49-72 Months
CUST00403,Male,1,Yes,No,4,Yes,No,Month-to-month,Electronic check,18.0,0.0,Yes,0-12 Months
CUST00404,Male,0,Yes,No,19,Yes,DSL,Two year,Electronic check,67.26,1208.68,No,13-24 Months
CUST00405,Female,0,No,No,17,Yes,DSL,Month-to-month,Bank transfer,51.29,859.61,No,13-24 Months
CUST00406,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Bank transfer,73.34,0.0,No,0-12 Months
CUST00407,Female,0,Yes,No,12,Yes,DSL,Month-to-month,Mailed check,55.78,770.89,No,0-12 Months
CUST00408,Female,1,No,No,3,Yes,DSL,Two year,Credit card,43.53,28.23,No,0-12 Months
CUST00409,Female,0,Yes,Yes,41,Yes,DSL,Month-to-month,Electronic check,55.34,2420.93,Yes,25-48 Months
CUST00410,Female,0,No,Yes,60,Yes,DSL,Month-to-month,Electronic check,54.78,3361.64,Yes,49-72 Months
CUST00411,Male,0,No,No,7,No,Fiber optic,Month-to-month,Bank transfer,61.98,573.55,No,0-12 Months
CUST00412,Female,1,No,Yes,66,Yes,Fiber optic,One year,Bank transfer,66.39,4279.92,Yes,49-72 Months
CUST00413,Female,1,Yes,Yes,62,Yes,DSL,Month-to-month,Electronic check,67.42,4134.02,Yes,49-72 Months
CUST00414,Male,0,No,No,8,Yes,DSL,Month-to-month,Electronic check,63.18,613.2,Yes,0-12 Months
CUST00415,Male,0,No,No,10,Yes,DSL,Month-to-month,Credit card,53.09,616.89,No,0-12 Months
CUST00416,Male,1,Yes,No,41,No,Fiber optic,One year,Credit card,60.35,2439.93,Yes,25-48 Months
CUST00417,Male,0,No,No,12,Yes,DSL,One year,Bank transfer,66.71,783.18,No,0-12 Months
CUST00418,Female,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Electronic check,77.94,2675.78,No,25-48 Months
CUST00419,Female,1,No,Yes,12,Yes,Fiber optic,Two year,Credit card,70.08,820.39,No,0-12 Months
CUST00420,Female,0,Yes,Yes,11,Yes,DSL,Two year,Credit card,59.33,536.79,Yes,0-12 Months
CUST00421,Female,0,No,No,36,Yes,DSL,Month-to-month,Mailed check,51.3,1710.81,No,25-48 Months
CUST00422,Female,0,No,No,72,Yes,DSL,Two year,Credit card,54.34,4033.13,No,49-72 Months
CUST00423,Female,1,Yes,No,51,Yes,Fiber optic,One year,Credit card,79.6,4034.95,No,49-72 Months
CUST00424,Male,1,Yes,Yes,70,Yes,No,Two year,Credit card,43.44,3178.96,No,49-72 Months
CUST00425,Female,1,Yes,No,1,No,DSL,Month-to-month,Credit card,61.19,132.71,No,0-12 Months
CUST00426,Male,0,Yes,No,55,No,No,Month-to-month,Bank transfer,30.9,1736.94,Yes,49-72 Months
CUST00427,Male,1,Yes,No,59,Yes,DSL,Month-to-month,Bank transfer,59.43,3421.14,No,49-72 Months
CUST00428,Female,1,No,No,22,Yes,No,Two year,Mailed check,53.06,1022.03,Yes,13-24 Months
CUST00429,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,Bank transfer,84.47,3239.5,Yes,25-48 Months
CUST00430,Female,0,Yes,No,63,Yes,Fiber optic,Month-to-month,Credit card,72.16,4729.91,No,49-72 Months
CUST00431,Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Credit card,80.76,1883.39,Yes,13-24 Months
CUST00432,Female,0,Yes,No,28,Yes,Fiber optic,Month-to-month,Mailed check,74.74,2026.67,Yes,25-48 Months
CUST00433,Male,0,No,No,50,Yes,No,One year,Bank transfer,25.02,1197.53,No,49-72 Months
CUST00434,Female,0,No,No,68,Yes,Fiber optic,Month-to-month,Mailed check,70.61,4689.99,No,49-72 Months
CUST00435,Female,0,No,No,30,Yes,Fiber optic,Month-to-month,Bank transfer,78.82,2178.95,Yes,25-48 Months
CUST00436,Female,0,No,No,49,No,DSL,Two year,Bank transfer,51.03,2512.66,No,49-72 Months
CUST00437,Female,0,No,Yes,19,No,DSL,Month-to-month,Electronic check,53.55,1224.46,Yes,13-24 Months
CUST00438,Female,0,Yes,No,54,Yes,No,One year,Mailed check,25.04,1560.68,No,49-72 Months
CUST00439,Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Electronic check,77.57,150.52,Yes,0-12 Months
CUST00440,Male,0,Yes,No,24,No,Fiber optic,Month-to-month,Electronic check,68.89,1581.04,Yes,13-24 Months
CUST00441,Male,0,No,No,12,No,Fiber optic,Two year,Credit card,66.21,620.58,No,0-12 Months
CUST00442,Female,0,Yes,No,69,Yes,No,One year,Electronic check,40.56,2924.29,Yes,49-72 Months
CUST00443,Male,0,No,Yes,66,Yes,Fiber optic,Month-to-month,Mailed check,76.52,5103.99,No,49-72 Months
CUST00444,Female,0,No,No,57,Yes,Fiber optic,Two year,Electronic check,90.18,5102.31,No,49-72 Months
CUST00445,Female,1,No,No,63,Yes,Fiber optic,Two year,Electronic check,79.97,4980.11,No,49-72 Months
CUST00446,Male,0,No,No,68,Yes,Fiber optic,Two year,Bank transfer,86.06,5924.13,No,49-72 Months
CUST00447,Male,0,Yes,No,58,Yes,DSL,Month-to-month,Mailed check,56.95,3203.91,Yes,49-72 Months
CUST00448,Female,0,No,No,59,No,No,Month-to-month,Credit card,20.47,1236.44,No,49-72 Months
CUST00449,Male,1,No,No,61,Yes,Fiber optic,One year,Mailed check,67.23,3954.65,No,49-72 Months
CUST00450,Female,0,Yes,Yes,15,Yes,No,One year,Electronic check,28.31,692.07,No,13-24 Months
CUST00451,Female,1,Yes,No,67,Yes,DSL,Month-to-month,Mailed check,58.34,3826.33,Yes,49-72 Months
CUST00452,Female,0,No,No,14,Yes,DSL,Two year,Bank transfer,60.8,929.01,No,13-24 Months
CUST00453,Female,1,No,No,54,Yes,No,Month-to-month,Mailed check,56.45,2904.54,No,49-72 Months
CUST00454,Female,0,No,No,34,Yes,Fiber optic,Month-to-month,Credit card,76.94,2596.37,No,25-48 Months
CUST00455,Male,1,No,No,54,Yes,Fiber optic,Month-to-month,Bank transfer,68.99,3831.61,Yes,49-72 Months
CUST00456,Male,0,No,Yes,13,Yes,Fiber optic,One year,Mailed check,93.62,1349.17,Yes,13-24 Months
CUST00457,Female,0,No,No,48,Yes,Fiber optic,Month-to-month,Bank transfer,88.63,4345.83,No,25-48 Months
CUST00458,Female,0,Yes,No,6,Yes,Fiber optic,Two year,Credit card,70.75,407.91,No,0-12 Months
CUST00459,Male,0,Yes,No,29,Yes,DSL,One year,Mailed check,63.72,1767.97,Yes,25-48 Months
CUST00460,Male,0,Yes,No,48,Yes,No,Two year,Electronic check,41.68,1871.32,No,25-48 Months
CUST00461,Female,1,No,Yes,15,Yes,No,Two year,Bank transfer,36.31,725.11,No,13-24 Months
CUST00462,Male,1,No,Yes,50,Yes,DSL,One year,Mailed check,62.61,3142.9,No,49-72 Months
CUST00463,Female,0,No,No,71,Yes,No,Two year,Credit card,29.94,2160.33,No,49-72 Months
CUST00464,Male,0,Yes,No,41,Yes,No,Month-to-month,Mailed check,39.03,1740.07,No,25-48 Months
CUST00465,Female,0,No,Yes,16,Yes,Fiber optic,Month-to-month,Electronic check,76.07,1287.53,No,13-24 Months
CUST00466,Male,0,No,No,62,Yes,Fiber optic,Month-to-month,Credit card,58.84,3632.79,No,49-72 Months
CUST00467,Female,0,No,No,44,Yes,Fiber optic,Month-to-month,Credit card,81.57,3678.41,Yes,25-48 Months
CUST00468,Male,0,No,No,6,Yes,DSL,Two year,Electronic check,46.59,204.83,No,0-12 Months
CUST00469,Male,0,Yes,No,26,Yes,Fiber optic,Month-to-month,Credit card,88.11,2104.72,No,25-48 Months
CUST00470,Female,0,No,Yes,9,Yes,No,Month-to-month,Mailed check,25.95,402.97,Yes,0-12 Months
CUST00471,Male,0,Yes,Yes,33,Yes,Fiber optic,One year,Mailed check,60.38,1927.84,No,25-48 Months
CUST00472,Female,0,Yes,No,35,Yes,Fiber optic,One year,Credit card,65.85,2268.24,No,25-48 Months
CUST00473,Male,0,No,No,24,Yes,DSL,Month-to-month,Mailed check,59.67,1406.15,Yes,13-24 Months
CUST00474,Female,0,No,No,5,Yes,DSL,Two year,Electronic check,61.49,235.19,No,0-12 Months
CUST00475,Male,1,No,No,23,Yes,Fiber optic,Month-to-month,Mailed check,68.7,1712.26,No,13-24 Months
CUST00476,Female,0,No,No,17,Yes,DSL,Month-to-month,Bank transfer,51.42,919.07,No,13-24 Months
CUST00477,Male,0,No,No,5,Yes,Fiber optic,One year,Electronic check,79.94,363.25,Yes,0-12 Months
CUST00478,Female,0,No,No,28,Yes,Fiber optic,One year,Bank transfer,87.78,2304.76,No,25-48 Months
CUST00479,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Bank transfer,70.32,1724.14,Yes,13-24 Months
CUST00480,Female,1,Yes,No,54,Yes,DSL,Two year,Mailed check,63.03,3109.55,No,49-72 Months
CUST00481,Female,0,Yes,Yes,45,Yes,Fiber optic,Month-to-month,Bank transfer,66.09,3001.98,No,25-48 Months
CUST00482,Female,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Credit card,82.53,2059.37,Yes,13-24 Months
CUST00483,Male,0,Yes,Yes,25,Yes,DSL,Month-to-month,Mailed check,66.05,1659.0,No,25-48 Months
CUST00484,Female,1,Yes,No,27,Yes,DSL,One year,Mailed check,64.19,1877.89,No,25-48 Months
CUST00485,Male,1,Yes,No,2,Yes,DSL,One year,Electronic check,67.96,0.0,Yes,0-12 Months
CUST00486,Female,0,Yes,No,37,Yes,No,Month-to-month,Bank transfer,42.42,1814.16,No,25-48 Months
